User;Age 
176522;0
176506;0
176505;2
176503;1
176502;0
176501;0
176498;1
176492;0
176490;1
176489;0
176488;0
176486;0
176482;1
176481;1
176479;0
176478;0
176475;1
176472;1
176470;1
176467;4
176459;0
176452;0
176450;0
176446;1
176439;0
176437;0
176435;0
176434;0
176426;0
176425;0
176424;0
176423;0
176421;1
176419;1
176412;2
176409;0
176407;0
176404;1
176402;0
176400;2
176399;-1
176397;0
176392;2
176390;0
176389;0
176386;0
176374;1
176373;0
176366;3
176365;1
176364;0
176361;0
176360;0
176356;0
176354;0
176353;0
176345;0
176344;0
176343;0
176340;0
176338;0
176334;0
176333;0
176330;0
176329;-1
176326;0
176320;1
176318;0
176316;0
176309;0
176308;1
176307;0
176306;0
176304;0
176302;0
176292;0
176286;0
176280;0
176277;0
176274;2
176267;0
176264;2
176262;0
176261;0
176259;0
176258;-1
176253;0
176252;0
176250;0
176249;0
176248;2
176246;0
176245;0
176244;1
176242;0
176241;0
176239;0
176221;0
176220;0
176219;0
176214;0
176212;1
176211;2
176209;0
176208;0
176206;0
176205;0
176199;2
176198;1
176196;0
176195;0
176191;0
176190;0
176188;0
176187;0
176185;0
176182;1
176179;1
176169;0
176160;0
176158;2
176155;0
176151;0
176149;0
176148;0
176146;1
176144;0
176142;0
176141;0
176140;0
176139;0
176138;0
176133;1
176130;0
176126;1
176125;1
176124;2
176122;0
176110;0
176104;0
176101;0
176100;0
176099;1
176095;1
176094;0
176092;0
176090;3
176087;0
176084;0
176081;1
176075;0
176068;1
176064;0
176059;2
176056;0
176052;0
176051;2
176049;0
176048;0
176047;3
176045;0
176041;3
176040;1
176039;1
176038;0
176036;0
176032;0
176028;0
176027;2
176017;0
176016;0
176008;1
176007;1
176005;-1
176002;0
175994;1
175976;0
175975;0
175972;0
175971;0
175969;0
175967;0
175965;0
175957;0
175953;1
175951;0
175950;1
175949;1
175948;0
175944;0
175936;0
175932;1
175929;0
175928;0
175927;0
175925;3
175924;0
175914;-1
175908;0
175907;1
175898;2
175892;1
175890;0
175887;1
175883;0
175880;1
175879;0
175875;0
175874;3
175872;0
175870;0
175863;0
175861;0
175855;-1
175853;1
175848;0
175844;1
175836;3
175835;1
175831;2
175829;0
175827;0
175823;1
175822;0
175814;1
178149;0
175813;1
175811;1
175810;0
175807;0
175799;0
175795;1
175790;2
175788;1
175786;0
175777;1
175769;0
175768;0
175767;0
175758;3
175757;0
175756;3
175751;0
175750;-3
175745;1
175742;0
175741;0
175740;1
175733;0
175730;0
175729;0
175728;0
175727;1
175726;0
175722;0
175719;1
175718;0
175712;0
175711;1
175707;1
175703;1
175702;0
175700;0
175695;1
175692;0
175691;0
175690;1
175689;0
175688;1
175686;0
175685;0
175684;0
175678;0
175672;0
175670;0
175659;0
175655;0
175652;0
175651;4
175649;2
175645;0
175642;0
176881;2
175640;-3
175638;1
175636;0
175634;-1
175632;1
175630;0
175629;0
175628;0
175627;0
175626;0
175625;1
175616;0
175614;0
175611;0
175607;0
175604;0
175603;-2
175597;1
175594;0
175588;0
175584;-1
175583;0
175580;1
175578;0
175575;0
175574;1
175573;1
175571;0
175568;0
175563;0
175560;0
175558;0
175554;0
175552;0
175550;1
175549;0
175547;0
175544;0
175542;0
175541;0
175537;1
175533;0
175527;0
175526;1
175524;1
175521;0
175512;0
175511;1
175509;0
175496;1
175495;1
175493;0
175489;0
175484;1
175483;1
175481;0
175480;0
175479;0
179399;-3
175477;0
175476;0
175474;0
175471;0
175470;0
175463;1
175453;0
175451;1
175450;3
175449;0
175447;0
175442;0
175438;0
175436;0
175430;0
175429;0
175428;0
175422;0
175420;0
175418;1
175409;0
175408;1
175402;2
175393;2
175386;0
175385;0
175380;0
175379;1
175374;0
175371;0
175368;0
175362;0
175347;0
175346;0
175345;0
175344;0
175331;0
175328;0
175327;1
175322;3
175320;0
175319;0
175650;0
175316;0
175313;1
175311;2
175310;0
175309;0
175302;-1
175296;0
175292;0
175287;1
175286;0
175283;1
175276;0
175275;0
175274;0
175271;0
175270;0
175268;0
175260;1
175259;0
175255;0
175253;6
175252;0
175251;0
175246;0
175244;1
175242;0
175240;0
175239;0
175234;2
175232;0
177131;0
176255;0
175231;0
175229;0
175225;1
175219;0
175214;0
176792;0
175211;0
175209;0
175208;0
175207;0
175206;1
175204;0
175194;0
175192;0
175181;0
175180;0
175178;0
175177;1
175176;0
175175;4
175173;10
175172;2
175164;1
175156;1
175153;0
175152;1
175150;0
175149;0
176341;0
175148;1
175146;1
175143;0
175142;0
175137;0
175135;1
175123;0
180338;-1
175112;1
175111;0
175110;1
175108;0
175106;0
175102;0
175094;0
175093;2
175087;0
175086;0
175085;0
175082;0
175077;0
175074;0
175072;0
175069;0
175064;0
175057;0
175056;1
175055;1
175054;0
175049;0
175045;0
175038;0
175037;0
175033;0
175028;0
175024;0
175023;0
175022;0
175018;0
175017;0
175012;1
175011;0
175009;0
175006;0
175005;2
175004;1
175003;0
175001;0
174991;0
174989;0
174985;0
174984;3
174983;1
174982;0
178740;0
174978;0
174974;0
174972;0
174968;0
174963;0
174961;0
174960;0
174958;1
174956;0
174951;1
174945;0
174943;0
174939;0
174938;0
174937;0
174935;0
174931;6
174926;0
174922;0
174921;3
174916;0
174915;0
174910;0
174907;0
174906;0
174904;0
174903;1
174899;1
174895;0
174893;0
174892;3
174891;2
174890;0
174885;0
174882;0
179334;0
174879;0
174877;1
174873;1
174865;0
174863;2
174859;0
174857;0
174856;0
174852;1
174850;0
174848;0
174845;2
174842;0
174840;0
174839;1
174838;0
174837;0
174834;2
174832;0
174823;0
174820;1
174816;0
174815;1
174814;1
174812;-1
174806;0
174803;0
174786;0
174781;0
174773;0
174772;0
174766;0
174762;2
174761;0
174754;0
174751;-1
174747;0
174746;0
174745;0
177067;0
174849;0
174744;0
174743;0
174739;1
174734;0
174729;1
174728;0
174727;0
174724;0
174722;1
174718;0
174708;0
174702;0
174700;2
174696;0
174694;1
174687;0
174683;0
174681;0
174679;1
174665;0
174662;1
174661;0
174655;0
174653;-1
174646;0
174639;0
175337;0
174638;0
174628;1
174615;0
174613;0
174610;0
174606;0
174605;0
174597;7
179649;0
174592;0
174590;0
174589;0
174588;1
174584;0
174581;0
177455;0
174576;0
174570;1
174569;0
174567;1
174557;0
174546;0
174544;1
174538;0
174536;0
174530;1
174529;0
174527;0
174525;1
174524;1
174523;0
174522;0
174519;0
174518;0
174516;0
174512;4
174509;0
174506;0
174504;1
174503;1
174502;0
174501;0
174496;0
174494;0
174492;0
174487;0
174486;0
174485;0
174477;0
174470;1
174469;1
174466;0
174464;0
174451;1
174448;0
174446;1
174442;-1
174438;1
176014;0
174437;1
174427;0
174423;0
174422;1
174420;3
174413;4
174409;2
174408;0
174407;2
174406;0
174404;1
174403;0
174398;0
174397;0
174393;0
174390;1
174389;2
174387;1
174386;1
174488;0
174385;0
174382;0
174381;1
174378;0
174377;0
174372;0
174369;0
174365;0
174364;2
174357;0
174350;4
174344;1
174339;0
174338;0
174337;0
174335;0
174334;0
174329;0
174327;0
174324;0
174322;0
174318;0
174316;0
174314;0
174311;0
174310;0
174305;1
174304;0
174303;0
174301;1
174294;0
174293;2
174291;0
174287;0
174285;0
174281;0
174279;0
174276;0
174269;0
174267;1
174266;0
174265;0
174261;0
174260;-1
174257;-1
174256;0
174252;0
174249;0
174247;0
174244;1
174515;5
174241;0
174237;1
174235;0
174232;1
174231;0
174230;9
174228;0
174226;14
174225;0
174222;0
174221;2
174220;0
178706;0
174216;1
174214;0
174210;0
174206;0
174204;0
174203;2
174201;1
174200;1
174199;1
174197;0
174195;0
174192;0
174191;0
174186;1
174185;0
174181;0
174178;0
174176;1
174175;0
174172;1
174165;0
174156;0
174153;2
174151;2
174149;0
174148;1
174147;1
174146;0
174145;1
174133;0
174126;0
174124;5
174121;0
174112;1
174108;0
174106;0
174104;0
174102;1
174100;0
174099;0
174097;1
174090;3
174088;0
174087;0
174081;0
174075;0
174072;0
174068;-1
174063;0
174062;0
174059;0
174058;0
174049;0
174048;1
174047;0
174035;0
174034;2
174032;0
174029;0
174023;0
174010;0
174008;1
174001;0
174000;1
173998;2
173997;0
173986;0
173979;0
173971;0
173967;1
173966;0
173961;1
173955;-2
173949;0
173945;0
173942;1
173941;0
173936;-1
173935;2
173931;0
173928;1
173926;0
173919;1
173917;0
173909;0
173907;0
173900;0
173899;0
173898;0
173897;0
173895;0
173887;0
173886;0
173880;1
174352;-2
173874;0
173864;1
173862;0
173860;1
173858;0
173855;1
173852;5
173847;2
173843;-1
173839;0
173838;0
173829;1
173819;0
173816;0
173811;0
173810;2
173808;0
173805;0
173802;-3
173801;-1
173794;0
173792;0
173789;0
173784;1
173783;7
173777;1
173767;0
173765;1
173754;0
173753;1
173748;-1
173746;0
173743;0
173742;1
173739;0
173737;-2
173736;-1
173735;0
173729;0
173728;4
173726;0
173725;4
173716;0
173712;1
173711;0
173709;0
173707;3
173706;1
173702;0
173699;0
173693;0
173691;0
173690;0
173687;0
173678;0
173672;0
173671;0
173661;3
173660;0
173654;0
173653;0
173652;1
173650;0
173649;0
173648;0
173647;0
174371;-1
173645;0
173644;0
173640;1
173639;0
173638;0
173636;0
173631;0
173629;-2
173627;0
173613;1
173612;1
173610;0
173609;0
173608;0
173607;-1
173605;1
173592;0
173580;1
173574;0
173572;0
173569;2
173568;0
173565;0
173558;1
173556;0
173553;0
173552;0
173550;0
173546;0
173541;0
173540;0
173534;1
173533;0
173532;0
173528;0
173527;0
173523;0
173520;0
173615;0
173519;1
173516;0
173506;3
173505;0
173504;0
173498;0
173495;1
179791;0
173492;0
173490;0
173487;0
173477;1
173476;0
173475;1
173470;0
173454;0
173453;0
173452;0
173451;0
173440;0
173430;0
173428;0
173423;0
173419;1
173413;0
173407;3
173406;6
173402;0
173400;0
173398;1
173396;0
173394;1
173497;1
173393;0
173392;0
173387;0
173385;0
173381;0
173380;0
173376;0
173374;0
173372;0
173369;0
173368;0
173367;0
173364;1
173362;1
173361;1
173360;1
173356;0
173350;0
173347;0
173333;1
173330;0
173329;3
173326;-2
173324;-1
173318;0
173312;0
173310;0
173308;1
173307;1
173306;1
173303;0
173301;-1
173298;1
173296;-1
173293;0
173292;0
173289;0
173287;1
173286;0
173284;0
173281;0
173279;0
177186;0
173275;0
173274;0
173267;0
173266;0
173262;0
173260;0
173258;0
173254;0
173243;0
173241;0
173240;0
173236;0
173229;0
173222;3
174738;0
173220;0
173216;0
173211;0
173209;0
173208;1
173201;1
173199;-1
173186;0
173185;0
173182;0
173178;1
173171;1
173169;0
173165;1
173158;0
173157;-1
173152;-1
173151;0
173141;1
173140;-1
173133;0
173121;2
173117;2
173116;0
173110;0
173107;1
173103;0
173102;1
173098;1
173097;0
173096;0
173094;0
173089;0
173087;0
173314;1
173082;1
178656;0
173073;0
173066;0
173057;1
173055;0
173054;0
173053;1
173038;0
179801;0
173036;0
173032;0
173031;0
173029;1
173023;0
173022;0
173015;1
173014;0
173011;0
173008;0
173004;-3
172993;0
172992;1
172991;0
172988;0
172987;0
172976;1
172974;0
172973;1
172969;1
172967;0
172966;0
172961;1
172960;2
172956;-2
172954;1
172948;1
172945;1
172943;0
172942;0
172940;4
172938;0
172937;1
172935;1
172933;0
172930;0
172928;0
172924;1
172914;0
172911;0
172902;0
172897;0
172895;0
172890;0
172887;0
172886;0
172882;0
172881;0
172878;-1
172877;0
172876;0
174999;0
172873;-1
172868;1
172864;0
172853;0
172851;0
172849;1
172847;0
172846;0
172842;0
172841;0
174651;0
172836;0
172835;0
172829;1
172827;0
172826;2
172825;2
172819;0
172818;1
172816;0
172811;0
172801;0
174033;0
172796;1
172795;0
172792;0
180449;0
172787;0
172784;0
172777;2
172772;0
172769;1
172766;0
172763;0
172757;0
172756;0
172754;0
172752;4
172749;0
172734;0
172733;0
172730;0
172728;1
172726;1
172723;0
172722;1
172721;0
172720;0
172717;0
172712;0
172710;1
172707;0
172701;0
172698;0
172687;0
172685;0
172684;0
172681;1
172676;0
172674;0
172672;0
172667;0
172665;0
172660;2
172659;0
172657;1
172655;1
172652;1
172650;0
172645;6
172644;0
172642;0
172640;5
172639;0
172635;1
172634;0
172633;0
172621;0
172616;0
172613;0
172610;3
172606;0
172604;1
172595;0
172592;1
172587;0
172579;1
172578;-1
172577;0
172568;1
172566;0
172563;0
172560;0
172555;0
172552;0
172550;0
172919;1
172549;0
172545;0
172541;-2
172535;0
172528;0
172524;1
172523;1
172521;0
172517;0
172516;0
177600;1
172513;1
172512;4
172511;0
172510;0
172509;1
172506;0
172503;0
172499;0
172496;0
172495;0
172494;0
172487;0
172478;0
172474;2
172466;2
178790;2
172463;1
172462;-1
172461;1
172458;0
172457;1
172452;0
172451;0
172447;3
172446;1
172445;0
172443;0
172441;0
172440;0
172439;4
172438;1
172437;-1
172434;1
172433;0
172429;0
172427;0
172420;1
172415;0
172414;0
174410;0
172411;0
172410;0
172404;1
172403;0
172402;1
172400;0
172399;1
172398;1
172397;0
172382;0
172377;0
172371;0
172366;1
172365;1
172363;0
172360;0
177524;0
172359;0
172358;0
172357;2
172350;0
172344;0
172703;0
172342;-1
172335;1
172334;1
172333;1
172331;0
172329;0
172327;0
172322;0
172317;0
172316;2
172315;0
172313;0
172306;0
172305;0
172302;0
172298;0
172296;3
172294;0
172293;0
172289;1
172287;0
172283;0
172280;3
172275;0
172271;0
172269;1
172265;0
172264;0
177461;1
172263;0
172257;0
176035;0
172248;0
172245;0
172241;0
172235;0
172233;2
172232;2
172230;0
172225;-2
172223;0
172219;4
172217;0
172215;0
172214;0
175424;0
172212;1
172204;0
172201;-2
172200;0
172198;-2
172195;0
172192;0
172191;0
176609;0
172189;2
172187;1
172185;0
172182;0
172181;0
172171;0
172169;0
172167;-1
172160;0
172156;3
172151;0
172150;0
172149;0
172140;1
172138;0
172131;0
172125;0
172124;2
172122;4
172118;2
172115;1
172112;0
172111;0
172103;1
175118;0
172100;0
172099;0
172095;2
172090;0
172089;0
172088;0
172087;0
172085;2
172081;0
172080;0
172072;0
172059;1
172058;0
172055;0
172054;0
172045;5
172043;1
172037;1
178941;2
172034;2
172032;-1
172029;0
172028;1
172027;1
172023;0
172016;0
172014;0
172012;0
172010;2
172007;0
172000;0
171999;0
171998;0
171997;0
171993;0
171986;1
171985;3
171984;1
171983;1
171981;0
171979;1
171975;0
171973;0
171972;0
171966;-1
171965;0
171949;0
171945;0
171942;0
171939;0
171932;0
171924;0
171922;0
171921;1
171917;0
171916;-3
171914;0
171912;0
171907;0
171906;0
171904;0
170903;1
170897;0
170889;0
170887;1
170882;0
170873;0
170872;0
170868;0
173383;1
170864;1
170855;2
170853;2
170850;0
170849;0
170848;0
170843;0
170840;2
170836;4
170835;0
170833;0
170832;0
170829;0
170826;0
170824;0
170822;0
170820;0
170816;1
170808;0
170806;0
170804;0
170802;0
170801;1
170797;0
170789;-1
170787;0
170785;1
170784;2
170782;0
170780;0
170774;0
173118;0
170772;0
170771;0
170768;1
170765;0
170764;0
170763;0
170760;0
170758;0
170755;1
170752;0
170747;1
170745;2
170743;0
170740;0
170738;0
170736;0
170735;0
170734;0
170730;0
170729;0
170727;1
170726;1
170725;0
170723;0
170722;0
170721;0
170719;0
170718;1
170706;0
170705;1
170701;2
170700;0
170696;0
170693;0
170689;0
170688;1
170686;0
170685;1
170679;0
170672;2
170671;0
170670;2
170669;0
170666;5
170660;1
170652;1
170649;1
