User;Reputation 
16913 ; 1
16914 ; 1
16915 ; 128
16916 ; 1
16917 ; 1
16918 ; 1
16919 ; 1
16920 ; 101
16921 ; 427
16922 ; 146
16926 ; 1
16927 ; 103
16929 ; 112
16931 ; 1
16933 ; 155
16935 ; 13
16936 ; 39
16937 ; 1
16939 ; 101
16941 ; 106
16942 ; 1
16943 ; 1
16944 ; 101
16945 ; 1
16946 ; 132
16947 ; 101
16948 ; 1
16949 ; 101
16951 ; 8
16953 ; 1
16954 ; 1
16955 ; 1
16956 ; 101
16958 ; 6
16959 ; 107
16960 ; 1
16962 ; 1
16963 ; 16
16964 ; 165
16965 ; 158
16966 ; 1
16968 ; 1
16969 ; 101
16971 ; 1
16972 ; 101
16973 ; 13
16974 ; 21
16975 ; 1029
16976 ; 1
16977 ; 6
16978 ; 101
16979 ; 116
16982 ; 1
16983 ; 1
16984 ; 36
16985 ; 201
16987 ; 1
16988 ; 11
16991 ; 101
16992 ; 8
16993 ; 103
16994 ; 8
16995 ; 143
16996 ; 11
16997 ; 13
17000 ; 11
17001 ; 1
17002 ; 1
17004 ; 101
17005 ; 1
17006 ; 1
17008 ; 1
17009 ; 1
17010 ; 110
17011 ; 166
17012 ; 3
17013 ; 101
17014 ; 1
17019 ; 6
17020 ; 1
17023 ; 1
17024 ; 140
17025 ; 79
17026 ; 1
17028 ; 16
17029 ; 101
17030 ; 120
17031 ; 1
17032 ; 11
17033 ; 56
17036 ; 116
17037 ; 1
17038 ; 101
17039 ; 56
17040 ; 23
17042 ; 117
17044 ; 3
17046 ; 101
17048 ; 769
17050 ; 1
17051 ; 1
17052 ; 101
17053 ; 6
17054 ; 101
17055 ; 1
17056 ; 112
17059 ; 113
17061 ; 1024
17063 ; 101
17064 ; 1
17065 ; 1
17068 ; 101
17069 ; 106
17070 ; 3
17071 ; 111
17073 ; 149
17074 ; 3
17075 ; 11
17076 ; 111
17077 ; 1
17078 ; 56
17079 ; 1
17080 ; 1
17081 ; 1
17083 ; 1
17084 ; 121
17085 ; 1
17087 ; 110
17088 ; 101
17089 ; 1
17091 ; 121
17092 ; 92
17094 ; 155
17095 ; 1
17096 ; 11
17097 ; 63
17098 ; 25
17100 ; 101
17101 ; 13
17106 ; 26
17107 ; 101
17108 ; 36
17109 ; 1
17110 ; 20
17111 ; 13
17112 ; 8
17113 ; 11
17114 ; 126
17115 ; 1
17116 ; 1
17119 ; 1
17120 ; 1
17121 ; 1
17123 ; 1
17124 ; 116
17125 ; 101
17126 ; 1
17127 ; 101
17129 ; 555
17130 ; 101
17131 ; 1
17132 ; 1966
17133 ; 103
17134 ; 101
17136 ; 46
17137 ; 101
17138 ; 146
17139 ; 1
17141 ; 101
17142 ; 101
17143 ; 11
17144 ; 1
17146 ; 16
17147 ; 8
17148 ; 101
17149 ; 1
17150 ; 1
17151 ; 1
17154 ; 1
17155 ; 13
17157 ; 11
17158 ; 1
17159 ; 1
17160 ; 19
17161 ; 1
17163 ; 11
17164 ; 1
17165 ; 1
17167 ; 646
17168 ; 1
17169 ; 1
17170 ; 101
17171 ; 101
17172 ; 101
17177 ; 56
17179 ; 101
17181 ; 11
17182 ; 101
17185 ; 128
17186 ; 1
17187 ; 621
17188 ; 20
17189 ; 1
17190 ; 1
17191 ; 373
17192 ; 101
17193 ; 375
17194 ; 1
17196 ; 103
17197 ; 1
17198 ; 1
17199 ; 111
17200 ; 101
17201 ; 1
17203 ; 1
17204 ; 1
17205 ; 1
17206 ; 1
17208 ; 138
17209 ; 1
17210 ; 108
17211 ; 1
17215 ; 13
17216 ; 1
17217 ; 11
17218 ; 1
17219 ; 3
17220 ; 101
17223 ; 140
17224 ; 120
17225 ; 101
17226 ; 51
17229 ; 101
17230 ; 101
17231 ; 175
17232 ; 101
17233 ; 11
17234 ; 71
17236 ; 105
17237 ; 18
17238 ; 1
17239 ; 11
17241 ; 101
17243 ; 1
17245 ; 6
17248 ; 160
17249 ; 18
17250 ; 101
17252 ; 101
17253 ; 1
17254 ; 13
17255 ; 1
17256 ; 1
17257 ; 1
17258 ; 1
17259 ; 1
17263 ; 101
17264 ; 106
17266 ; 101
17267 ; 101
17269 ; 88
17270 ; 6
17271 ; 101
17272 ; 1
17273 ; 15
17274 ; 125
17276 ; 500
17277 ; 121
17278 ; 101
17279 ; 106
17280 ; 101
17281 ; 1
17284 ; 195
17285 ; 1
17286 ; 1
17287 ; 133
17288 ; 37
17289 ; 101
17291 ; 6
17292 ; 101
17293 ; 12
17294 ; 1
17295 ; 473
17296 ; 1
17298 ; 47
17301 ; 126
17302 ; 1
17303 ; 24
17304 ; 1
17305 ; 2700
17306 ; 77
17308 ; 1
17311 ; 101
17312 ; 101
17314 ; 3
17315 ; 101
17316 ; 6
17317 ; 3
17318 ; 1
17319 ; 6
17323 ; 135
17324 ; 26
17325 ; 101
17326 ; 1
17329 ; 6
17330 ; 118
17331 ; 6
17332 ; 101
17334 ; 1
17335 ; 101
17336 ; 101
17337 ; 1
17341 ; 101
17343 ; 1
17344 ; 101
17345 ; 111
17346 ; 101
17347 ; 1
17350 ; 1
17354 ; 47
17355 ; 113
17357 ; 103
17358 ; 74
17359 ; 1
17360 ; 3
17361 ; 101
17362 ; 103
17364 ; 101
17366 ; 1
17367 ; 1
17368 ; 1
17369 ; 1
17370 ; 1
17371 ; 101
17373 ; 174
17374 ; 101
17375 ; 101
17376 ; 39
17377 ; 1
17378 ; 13
17381 ; 1
17382 ; 106
17383 ; 1
17384 ; 11
17385 ; 101
17386 ; 101
17387 ; 101
17388 ; 11
17390 ; 1
17391 ; 11
17394 ; 101
17396 ; 1
17397 ; 1
17399 ; 1
17400 ; 57
17401 ; 8
17402 ; 1
17403 ; 1
17404 ; 1
17405 ; 1
17407 ; 1
17408 ; 47
17409 ; 6
17410 ; 13
17411 ; 8
17412 ; 108
17413 ; 1
17414 ; 1
17415 ; 1
17416 ; 8
17417 ; 38
17418 ; 1
17419 ; 26
17422 ; 1
17423 ; 148
17424 ; 16
17425 ; 101
17426 ; 11
17427 ; 113
17428 ; 117
17429 ; 6
17430 ; 101
17431 ; 8
17433 ; 11
17434 ; 6
17435 ; 36
17436 ; 103
17437 ; 1
17438 ; 101
17441 ; 1
17442 ; 101
17444 ; 1
17447 ; 6
17449 ; 140
17450 ; 1
17452 ; 1
17453 ; 106
17454 ; 11
17456 ; 31
17457 ; 16
17458 ; 1
17460 ; 101
17461 ; 115
17462 ; 10
17463 ; 16
17464 ; 61
17465 ; 11
17466 ; 103
17467 ; 124
17469 ; 151
17471 ; 1
17472 ; 1
17473 ; 101
17474 ; 11
17475 ; 186
17476 ; 1
17477 ; 36
17478 ; 45
17481 ; 101
17482 ; 1
17483 ; 101
17484 ; 23
17485 ; 11
17487 ; 6
17488 ; 1
17489 ; 1
17490 ; 1
17491 ; 101
17492 ; 1
17494 ; 1
17495 ; 101
17496 ; 11
17497 ; 101
17498 ; 1
17499 ; 1
17500 ; 3
17502 ; 62
17503 ; 1
17504 ; 1
17505 ; 1
17506 ; 11
17507 ; 1
17508 ; 1
17509 ; 104
17512 ; 1
17515 ; 101
17516 ; 1
17517 ; 101
17518 ; 14
17519 ; 16
17520 ; 1
17521 ; 146
17523 ; 1
17524 ; 1
17525 ; 11
17527 ; 11
17529 ; 6
17530 ; 101
17531 ; 21
17532 ; 67
17533 ; 1
17535 ; 3
17536 ; 1
17537 ; 1
17540 ; 43
17541 ; 571
17542 ; 1
17543 ; 1
17545 ; 1
17547 ; 1
17548 ; 3
17549 ; 1
17550 ; 103
17552 ; 106
17553 ; 1
17555 ; 107
17556 ; 101
17559 ; 1
17560 ; 6
17561 ; 103
17563 ; 1
17567 ; 3
17568 ; 101
17569 ; 113
17571 ; 1
17572 ; 104
17573 ; 101
17574 ; 1
17575 ; 101
17576 ; 126
17579 ; 141
17580 ; 1
17581 ; 101
17582 ; 1
17583 ; 118
17584 ; 1
17585 ; 1
17586 ; 101
17587 ; 101
17588 ; 144
17589 ; 11
17590 ; 1
17591 ; 26
17592 ; 101
17594 ; 1
17596 ; 1
17597 ; 1
17598 ; 101
17599 ; 1
17600 ; 116
17602 ; 1
17603 ; 1
17604 ; 11
17605 ; 1
17607 ; 11
17608 ; 113
17609 ; 1
17611 ; 1
17612 ; 5
17613 ; 223
17614 ; 134
17615 ; 11
17616 ; 101
17617 ; 1
17618 ; 133
17619 ; 1
17620 ; 1
17621 ; 1
17622 ; 108
17623 ; 11
17624 ; 105
17625 ; 101
17627 ; 1
17628 ; 6
17630 ; 101
17631 ; 21
17632 ; 106
17633 ; 101
17634 ; 101
17636 ; 212
17638 ; 1
17639 ; 1
17640 ; 1
17641 ; 1
17642 ; 101
17643 ; 113
17644 ; 131
17645 ; 101
17648 ; 3
17651 ; 1
17652 ; 101
17653 ; 104
17654 ; 8
17658 ; 1
17660 ; 101
17661 ; 1
17662 ; 1
17663 ; 1
17664 ; 46
17666 ; 1
17669 ; 103
17670 ; 359
17671 ; 3
17672 ; 1
17674 ; 56
17675 ; 101
17678 ; 1
17679 ; 101
17680 ; 3
17682 ; 1
17686 ; 101
17687 ; 1
17688 ; 101
17689 ; 6
17690 ; 101
17691 ; 32
17692 ; 6
17694 ; 1
17695 ; 11
17696 ; 101
17697 ; 101
17699 ; 31
17700 ; 101
17701 ; 158
17702 ; 3
17703 ; 80
17704 ; 144
17705 ; 1
17707 ; 35
17709 ; 113
17710 ; 28
17711 ; 11
17713 ; 1
17715 ; 1
17716 ; 13
17717 ; 1
17718 ; 1
17719 ; 5
17720 ; 11
17721 ; 85
17722 ; 16
17723 ; 1
17726 ; 1
17727 ; 1
17729 ; 6
17731 ; 101
17732 ; 43
17734 ; 1
17735 ; 1
17736 ; 13
17737 ; 1
17738 ; 1
17739 ; 124
17740 ; 21
17742 ; 6
17743 ; 101
17744 ; 11
17745 ; 220
17746 ; 1
17748 ; 101
17749 ; 106
17750 ; 101
17751 ; 56
17752 ; 50
17753 ; 1
17754 ; 1
17756 ; 136
17757 ; 1
17758 ; 1
17759 ; 9
17760 ; 1
17763 ; 1
17764 ; 101
17766 ; 69
17768 ; 5
17769 ; 11
17772 ; 6
17773 ; 1
17776 ; 1
17777 ; 3
17778 ; 128
17779 ; 101
17780 ; 67
17781 ; 108
17782 ; 6
17784 ; 101
17785 ; 103
17786 ; 1
17787 ; 11
17788 ; 101
17790 ; 1
17791 ; 1
17792 ; 1
17793 ; 108
17794 ; 101
17795 ; 178
17797 ; 179
17798 ; 1
17799 ; 1
17802 ; 3
17803 ; 6
17804 ; 1
17806 ; 95
17807 ; 53
17808 ; 1
17809 ; 101
17810 ; 3
17813 ; 1
17815 ; 48
17816 ; 13
17817 ; 1
17819 ; 3
17821 ; 101
17823 ; 1
17824 ; 166
17825 ; 101
17826 ; 146
17827 ; 35
17828 ; 13
17829 ; 1
17830 ; 6
17831 ; 1
17832 ; 128
17833 ; 1
17834 ; 1
17837 ; 57
17839 ; 101
17842 ; 101
17843 ; 31
17844 ; 1
17845 ; 114
17847 ; 118
17848 ; 251
17849 ; 90
17850 ; 1
17851 ; 101
17852 ; 11
17855 ; 134
17858 ; 1
17859 ; 1
17860 ; 16
17862 ; 132
17863 ; 11
17864 ; 113
17865 ; 1
17866 ; 1
17868 ; 105
17869 ; 234
17870 ; 31
17871 ; 1
17872 ; 126
17873 ; 16
17874 ; 1
17875 ; 11
17877 ; 11
17878 ; 1
17879 ; 1087
17880 ; 1
17881 ; 203
17883 ; 1
17884 ; 28
17885 ; 60
17887 ; 6
17891 ; 101
17893 ; 1
17894 ; 101
17896 ; 1
17899 ; 1
17900 ; 1
17901 ; 11
17902 ; 1
17903 ; 103
17904 ; 116
17905 ; 101
17906 ; 1
17907 ; 8
17908 ; 1
17909 ; 1
17910 ; 1
17911 ; 11
17913 ; 73
17914 ; 11
17916 ; 6
17917 ; 1
17918 ; 126
17919 ; 1
17920 ; 11
17921 ; 116
17922 ; 1
17923 ; 15
17924 ; 11
17927 ; 1
17929 ; 103
17930 ; 103
17931 ; 149
17934 ; 6
17935 ; 1
17937 ; 157
17938 ; 10
17939 ; 101
17940 ; 423
17941 ; 101
17942 ; 1
17943 ; 6
17945 ; 3
17946 ; 106
17948 ; 103
17949 ; 11
17950 ; 101
17951 ; 1
17952 ; 106
17953 ; 101
17954 ; 116
17955 ; 6
17956 ; 11
17957 ; 1
17958 ; 11
17959 ; 1
17960 ; 101
17961 ; 1
17963 ; 1
17964 ; 106
17965 ; 49
17966 ; 101
17967 ; 113
17968 ; 2813
17969 ; 1
17971 ; 127
17972 ; 6
17973 ; 1
17974 ; 101
17975 ; 1
17977 ; 1
17978 ; 101
17979 ; 1
17980 ; 1
17981 ; 101
17982 ; 21
17983 ; 1
17984 ; 1
17985 ; 6
17987 ; 31
17988 ; 12
17989 ; 106
17990 ; 1
17991 ; 1
17993 ; 6
17994 ; 101
17995 ; 6
17996 ; 6
17997 ; 6
17999 ; 1
18000 ; 19
18001 ; 101
18002 ; 1
18003 ; 86
18004 ; 6
18005 ; 1
18006 ; 1
18008 ; 6
18009 ; 6
18010 ; 103
18011 ; 101
18012 ; 10
18013 ; 1
18014 ; 140
18015 ; 33
18016 ; 6
18017 ; 3
18019 ; 6
18021 ; 1
18022 ; 101
18023 ; 1
18024 ; 101
18025 ; 64
18026 ; 34
18028 ; 123
18029 ; 101
18030 ; 103
18031 ; 111
18033 ; 101
18034 ; 11
18035 ; 51
18036 ; 128
18039 ; 101
18040 ; 101
18041 ; 1
18042 ; 1
18044 ; 1
18046 ; 1
18047 ; 101
18048 ; 1
18049 ; 1
18050 ; 6
18051 ; 303
18052 ; 1
18054 ; 166
18056 ; 101
18057 ; 8
18058 ; 128
18062 ; 1
18063 ; 1
18064 ; 101
18066 ; 97
18068 ; 1
18069 ; 1
18070 ; 111
18072 ; 6
18073 ; 6
18074 ; 1
18075 ; 121
18076 ; 11
18078 ; 116
18079 ; 111
18080 ; 101
18081 ; 9
18082 ; 1
18083 ; 11
18084 ; 26
18085 ; 119
18087 ; 1
18088 ; 101
18089 ; 101
18091 ; 8
18096 ; 6
18097 ; 18
18098 ; 1
18099 ; 1
18100 ; 1
18101 ; 1
18102 ; 11
18106 ; 11
18107 ; 101
18108 ; 3
18109 ; 6
18113 ; 1
18114 ; 1
18115 ; 56
18117 ; 1
18118 ; 143
18119 ; 45
18120 ; 101
18121 ; 101
18122 ; 135
18123 ; 16
18125 ; 101
18126 ; 118
18128 ; 6
18129 ; 1
18130 ; 1
18132 ; 1
18134 ; 1
18135 ; 6
18136 ; 1
18137 ; 11
18138 ; 4
18139 ; 1
18141 ; 1
18142 ; 1
18143 ; 6
18144 ; 21
18145 ; 1
18146 ; 1
18147 ; 101
18148 ; 120
18151 ; 1
18152 ; 16
18154 ; 101
18155 ; 141
18156 ; 1
18157 ; 1
18158 ; 108
18160 ; 6
18161 ; 101
18164 ; 36
18165 ; 1
18166 ; 101
18167 ; 106
18168 ; 101
18169 ; 18
18171 ; 1
18172 ; 101
18173 ; 168
18174 ; 1
18175 ; 1
18177 ; 101
18178 ; 6
18179 ; 6
18180 ; 8
18181 ; 1
18182 ; 19
18183 ; 101
18184 ; 61
18185 ; 61
18186 ; 3
18187 ; 1
18189 ; 36
18190 ; 116
18191 ; 6
18193 ; 3
18194 ; 1
18195 ; 101
18196 ; 116
18197 ; 113
18198 ; 101
18202 ; 26
18203 ; 51
18204 ; 108
18205 ; 3
18206 ; 101
18207 ; 142
18208 ; 13
18209 ; 101
18210 ; 101
18211 ; 89
18212 ; 1
18213 ; 101
18214 ; 1
18215 ; 1
18216 ; 21
18217 ; 3
18218 ; 13
18219 ; 36
18220 ; 1
18221 ; 101
18222 ; 6
18223 ; 117
18224 ; 6
18225 ; 138
18226 ; 1
18227 ; 101
18228 ; 134
18233 ; 103
18234 ; 126
18236 ; 1
18239 ; 112
18240 ; 6
18241 ; 286
18242 ; 1
18243 ; 101
18244 ; 101
18245 ; 3
18246 ; 1
18247 ; 501
18249 ; 131
18250 ; 31
18251 ; 101
18252 ; 105
18253 ; 86
18254 ; 101
18257 ; 16
18258 ; 1
18259 ; 101
18260 ; 5
18262 ; 1
18264 ; 106
18265 ; 6
18268 ; 11
18269 ; 97
18270 ; 128
18272 ; 1
18274 ; 11
18275 ; 101
18276 ; 1
18277 ; 1
18279 ; 101
18281 ; 19
18282 ; 101
18283 ; 1
18284 ; 113
18285 ; 1
18286 ; 116
18287 ; 1
18288 ; 1
18289 ; 1
18292 ; 13
18293 ; 1
18294 ; 120
18296 ; 1
18298 ; 1
18299 ; 1
18300 ; 41
18301 ; 106
18302 ; 108
18304 ; 6
18306 ; 1
18307 ; 101
18308 ; 1
18309 ; 1
18310 ; 1
18311 ; 23
18312 ; 1
18313 ; 11
18314 ; 101
18316 ; 24
18317 ; 116
18318 ; 1
18319 ; 101
18320 ; 231
18321 ; 1
18322 ; 115
18323 ; 28
18324 ; 1
18325 ; 1
18326 ; 1
18327 ; 21
18328 ; 6
18329 ; 59
18330 ; 16
18331 ; 6
18333 ; 1
18334 ; 1
18335 ; 6
18336 ; 129
18337 ; 105
18339 ; 1
18340 ; 101
18343 ; 158
18344 ; 1
18346 ; 1
18347 ; 1
18348 ; 6
18349 ; 1
18350 ; 16
18351 ; 111
18352 ; 1
18353 ; 1
18354 ; 1
18355 ; 1
18357 ; 16
18358 ; 101
18359 ; 1
18360 ; 103
18361 ; 1
18362 ; 1
18363 ; 101
18366 ; 1
18367 ; 101
18369 ; 101
18370 ; 1
18371 ; 101
18372 ; 61
18373 ; 101
18374 ; 1
18376 ; 1
18378 ; 123
18379 ; 101
18380 ; 1
18381 ; 1
18382 ; 1
18384 ; 1
18385 ; 23
18386 ; 1
18388 ; 41
18389 ; 103
18390 ; 106
18391 ; 1
18392 ; 101
18393 ; 1
18394 ; 31
18395 ; 1
18396 ; 105
18397 ; 114
18398 ; 13
18399 ; 1
18400 ; 1
18402 ; 1
18403 ; 101
18404 ; 163
18405 ; 101
18406 ; 76
18407 ; 1
18408 ; 11
18409 ; 5
18411 ; 101
18412 ; 101
18413 ; 121
18415 ; 1
18416 ; 1
18419 ; 118
18421 ; 116
18422 ; 1
18424 ; 101
18425 ; 1
18427 ; 11
18428 ; 128
18429 ; 1
18430 ; 1
18432 ; 108
18435 ; 103
18436 ; 31
18437 ; 101
18438 ; 1
18439 ; 1
18440 ; 101
18441 ; 20
18443 ; 101
18446 ; 110
18447 ; 18
18448 ; 101
18449 ; 101
18450 ; 1
18451 ; 1
18453 ; 1
18454 ; 6
18455 ; 101
18456 ; 1
18457 ; 108
18458 ; 101
18459 ; 1
18460 ; 111
18461 ; 101
18462 ; 11
18463 ; 101
18465 ; 8
18466 ; 136
18468 ; 1
18469 ; 3
18470 ; 111
18471 ; 1
18472 ; 101
18473 ; 16
18474 ; 66
18475 ; 1
18477 ; 1
18478 ; 1
18479 ; 103
18480 ; 127
18481 ; 11
18482 ; 146
18483 ; 8
18485 ; 11
18486 ; 101
18487 ; 18
18488 ; 3
18489 ; 1
18490 ; 3
18491 ; 38
18492 ; 7
18494 ; 1
18495 ; 1
18496 ; 189
18497 ; 6
18498 ; 21
18500 ; 1
18501 ; 13
18502 ; 1
18503 ; 101
18504 ; 106
18505 ; 1
18507 ; 1
18508 ; 108
18509 ; 1
18510 ; 11
18511 ; 108
18514 ; 3
18515 ; 103
18516 ; 3
18520 ; 16
18523 ; 136
18524 ; 11
18526 ; 132
18528 ; 1
18530 ; 11
18531 ; 108
18532 ; 101
18533 ; 106
18534 ; 6
18535 ; 1
18536 ; 8
18538 ; 101
18541 ; 1
18542 ; 6
18543 ; 6
18544 ; 1
18545 ; 1
18547 ; 235
18548 ; 101
18549 ; 1
18550 ; 51
18551 ; 1
18553 ; 1
18554 ; 101
18557 ; 1
18558 ; 1
18559 ; 747
18560 ; 1
18561 ; 6
18562 ; 11
18563 ; 8
18564 ; 1
18565 ; 101
18566 ; 1
18567 ; 1
18568 ; 101
18569 ; 101
18570 ; 101
18571 ; 1
18572 ; 117
18573 ; 3
18574 ; 23
18575 ; 101
18577 ; 6
18578 ; 101
18580 ; 1
18581 ; 1
18582 ; 6
18583 ; 20
18584 ; 106
18585 ; 101
18586 ; 1
18587 ; 6
18588 ; 101
18590 ; 101
18591 ; 101
18592 ; 126
18594 ; 8
18595 ; 8
18596 ; 6
18598 ; 6
18600 ; 6
18602 ; 1
18603 ; 106
18604 ; 6
18605 ; 65
18606 ; 1
18607 ; 1
18608 ; 16
18610 ; 1
18611 ; 1
18612 ; 6
18613 ; 1
18614 ; 1
18617 ; 11
18619 ; 1
18621 ; 101
18622 ; 1
18625 ; 111
18627 ; 101
18628 ; 101
18629 ; 101
18630 ; 1
18631 ; 1
18632 ; 1
18633 ; 1
18634 ; 1
18635 ; 111
18637 ; 116
18639 ; 7
18640 ; 1
18641 ; 1
18642 ; 101
18643 ; 21
18644 ; 1
18645 ; 1
18646 ; 1
18648 ; 101
18649 ; 1
18650 ; 101
18651 ; 11
18652 ; 13
18653 ; 6
18656 ; 101
18657 ; 21
18658 ; 146
18660 ; 1
18663 ; 101
18665 ; 101
18666 ; 21
18667 ; 1
18668 ; 1
18669 ; 101
18671 ; 11
18672 ; 1
18673 ; 6
18674 ; 6
18675 ; 103
18676 ; 6
18677 ; 37
18678 ; 101
18679 ; 1
18683 ; 113
18684 ; 171
18685 ; 4
18686 ; 64
18687 ; 101
18688 ; 1
18690 ; 4
18691 ; 101
18692 ; 1
18693 ; 32
18697 ; 10
18698 ; 6
18699 ; 11
18700 ; 1
18701 ; 103
18704 ; 101
18705 ; 11
18706 ; 18
18707 ; 118
18709 ; 1
18710 ; 11
18711 ; 86
18712 ; 1
18713 ; 28
18714 ; 1
18715 ; 1
18716 ; 1
18717 ; 10
18718 ; 11
18719 ; 1
18720 ; 21
18721 ; 115
18722 ; 101
18723 ; 101
18724 ; 10
18726 ; 240
18727 ; 113
18729 ; 101
18730 ; 1
18731 ; 1
18732 ; 11
18734 ; 1
18735 ; 3
18736 ; 106
18737 ; 101
18738 ; 61
18739 ; 101
18741 ; 1
18743 ; 1
18744 ; 6
18745 ; 11
18746 ; 134
18748 ; 1
18749 ; 1
18750 ; 8
18751 ; 11
18752 ; 131
18753 ; 1
18756 ; 111
18757 ; 6
18759 ; 3
18760 ; 431
18761 ; 101
18762 ; 1
18763 ; 101
18764 ; 101
18765 ; 101
18766 ; 21
18767 ; 1
18768 ; 101
18769 ; 16
18770 ; 11
18771 ; 1
18772 ; 101
18773 ; 101
18774 ; 113
18775 ; 1
18776 ; 108
18777 ; 101
18778 ; 13
18779 ; 106
18780 ; 101
18781 ; 1
18783 ; 1
18784 ; 21
18785 ; 1
18786 ; 6
18787 ; 1
18789 ; 1
18791 ; 1
18793 ; 101
18794 ; 4
18795 ; 1
18796 ; 11
18797 ; 9
18798 ; 101
18799 ; 18
18800 ; 27
18801 ; 1
18802 ; 11
18803 ; 151
18807 ; 101
18808 ; 8
18809 ; 119
18810 ; 101
18812 ; 101
18813 ; 101
18814 ; 5
18815 ; 101
18816 ; 1
18817 ; 16
18819 ; 1
18820 ; 6
18821 ; 8
18824 ; 151
18825 ; 21
18826 ; 1
18827 ; 1
18828 ; 1
18829 ; 111
18830 ; 1
18831 ; 106
18833 ; 38
18834 ; 1
18835 ; 1
18837 ; 118
18838 ; 14
18839 ; 1
18841 ; 101
18842 ; 1
18843 ; 3
18844 ; 101
18846 ; 111
18848 ; 439
18850 ; 81
18851 ; 21
18852 ; 101
18854 ; 1
18855 ; 1
18857 ; 113
18858 ; 103
18859 ; 11
18860 ; 6
18861 ; 1
18862 ; 55
18863 ; 1
18866 ; 1
18867 ; 101
18868 ; 21
18869 ; 1
18870 ; 1
18871 ; 1
18872 ; 11
18873 ; 21
18874 ; 1
18875 ; 101
18878 ; 103
18879 ; 11
18880 ; 8
18883 ; 1
18884 ; 1
18885 ; 3
18886 ; 1
18887 ; 1
18888 ; 101
18890 ; 3
18891 ; 1
18892 ; 1
18893 ; 1
18894 ; 3
18896 ; 101
18897 ; 1
18898 ; 101
18899 ; 1
18901 ; 51
18902 ; 1
18904 ; 1
18905 ; 166
18906 ; 21
18907 ; 383
18908 ; 20
18909 ; 11
18910 ; 1
18912 ; 21
18914 ; 1
18917 ; 1
18918 ; 6
18919 ; 16
18920 ; 1
18921 ; 1
18922 ; 101
18923 ; 1
18924 ; 111
18925 ; 8
18926 ; 16
18927 ; 11
18928 ; 6
18929 ; 1
18930 ; 1
18931 ; 11
18932 ; 1
18934 ; 1
18935 ; 108
18936 ; 22
18937 ; 122
18939 ; 101
18940 ; 101
18941 ; 6
18943 ; 101
18945 ; 6
18946 ; 11
18947 ; 6
18948 ; 115
18949 ; 1
18951 ; 121
18953 ; 3
18955 ; 1
18957 ; 1
18958 ; 2
18960 ; 6
18962 ; 3
18964 ; 15
18965 ; 1
18967 ; 1
18968 ; 461
18969 ; 101
18970 ; 1
18971 ; 16
18972 ; 1
18973 ; 1
18974 ; 6
18975 ; 21
18978 ; 111
18980 ; 101
18981 ; 281
18982 ; 101
18983 ; 1
18984 ; 113
18987 ; 21
18988 ; 6
18989 ; 11
18990 ; 6
18993 ; 1
18995 ; 6
18997 ; 31
18998 ; 101
18999 ; 1
19000 ; 6
19001 ; 1
19002 ; 36
19003 ; 6
19005 ; 65
19006 ; 103
19007 ; 1
19008 ; 135
19009 ; 1
19010 ; 1
19012 ; 1
19013 ; 101
19014 ; 1
19015 ; 1
19016 ; 1
19017 ; 1
19018 ; 11
19019 ; 101
19021 ; 106
19022 ; 1
19023 ; 1
19024 ; 1
19025 ; 101
19027 ; 138
19028 ; 1
19029 ; 6
19031 ; 1
19032 ; 1
19033 ; 101
19034 ; 1
19036 ; 74
19040 ; 1
19041 ; 1
19042 ; 1
19043 ; 1
19044 ; 101
19045 ; 108
19046 ; 11
19047 ; 3
19048 ; 1
19049 ; 1
19050 ; 1
19051 ; 101
19052 ; 101
19053 ; 101
19054 ; 1
19055 ; 11
19056 ; 1
19057 ; 11
19059 ; 3
19060 ; 1
19061 ; 46
19062 ; 1
19065 ; 11
19066 ; 5
19069 ; 101
19071 ; 1
19073 ; 11
19074 ; 1
19075 ; 122
19076 ; 103
19078 ; 101
19079 ; 103
19080 ; 103
19082 ; 16
19085 ; 101
19087 ; 6
19088 ; 6
19089 ; 1
19091 ; 1
19092 ; 101
19094 ; 101
19095 ; 110
19097 ; 4
19098 ; 11
19099 ; 1
19100 ; 1
19101 ; 111
19102 ; 101
19103 ; 111
19104 ; 1
19105 ; 245
19106 ; 6
19108 ; 123
19109 ; 1
19110 ; 36
19113 ; 1
19115 ; 1
19116 ; 1
19117 ; 106
19118 ; 1
19119 ; 1
19120 ; 1
19121 ; 1
19122 ; 1
19123 ; 1
19124 ; 59
19126 ; 103
19127 ; 1
19128 ; 101
19129 ; 164
19130 ; 26
19131 ; 101
19132 ; 101
19133 ; 1
19135 ; 11
19137 ; 1
19138 ; 16
19140 ; 1
19141 ; 1
19142 ; 11
19143 ; 101
19145 ; 101
19146 ; 1
19148 ; 1
19149 ; 1
19150 ; 101
19151 ; 6
19152 ; 1
19153 ; 11
19155 ; 119
19156 ; 11
19157 ; 11
19158 ; 1
19159 ; 11
19163 ; 111
19164 ; 6
19165 ; 101
19167 ; 1
19168 ; 1
19172 ; 105
19173 ; 1
19174 ; 76
19175 ; 1
19176 ; 1
19178 ; 1
19179 ; 123
19181 ; 6
19183 ; 101
19184 ; 11
19185 ; 1
19187 ; 24
19188 ; 125
19189 ; 1
19190 ; 25
19193 ; 14
19194 ; 46
19195 ; 1
19197 ; 1
19198 ; 1
19199 ; 1
19201 ; 6
19202 ; 13
19204 ; 6
19205 ; 101
19207 ; 1
19208 ; 108
19209 ; 1
19212 ; 101
19214 ; 111
